VýkazZC_VYKAZ:ZC_VYKAZ	Tabulka výkazuZC_VTAB:ZC_VTAB	Fiskální období0FISCPER:0FISCPER	Účetní jednotkaZC_UCJED:ZC_UCJED	IČOZC_ICO:ZC_ICO	IČO poskytovatele/BIC/ZC_PARTP:ZC_PARTP	Název poskytovatele/BIC/ZC_NAZPOS:ZC_NAZPOS	Určení/BIC/ZC_URCN:ZC_URCN	Účel/BIC/ZC_UCFP:ZC_UCFP	Kód měnyCURRENCY:0CURRENCY	Úroková sazba v %/BIC/ZC_URSA:ZC_URSA	Okamžik uzavření smlouvy/BIC/ZC_DATUS:ZC_DATUS	Termín splatnosti/BIC/ZC_TERSPL:ZC_TERSPL	Způsob ručení/BIC/ZC_ZPRU:ZC_ZPRU	Sjednaná výše U/Z/NFVKYF_0002:ZU_VYUV	Čerpaná výše U/Z/NVFKYF_0004:ZU_CEUV	Splacená výše jistiny U/Z/NFVKYF_0006:ZU_SPJUV	Výše zaplacených úroků a poplatkůKYF_0008:ZU_ZAPUP	ID	DEDUP_SUFFIX	COMPOSITE_ID
080	000100	2022012	1000000271	00232513	45317054	Komerční banka, a.s.	Ú	"Financování projektu "" Stavební úprava a změny užívání objektu čp. 4 v Poříčí nad Sázavou"" na bytový"	CZK	3M PRIBOR+0,26%	20210125	20401231	ACT/360	40000000.00 	38769749.00 	1140966.33 	0.00 	00232513-45317054-20210125-20401231-40000000		00232513-45317054-20210125-20401231-40000000
080	000100	2022012	1000000275	00232599	45317054	Komerční banka, a.s.	Ú	Dostavba splaškové kanalizace Nedvězí	CZK	0,59	20200629	20291231	Bez ručení	3359000.00 	3359000.00 	1605615.24 	129000.29 	00232599-45317054-20200629-20291231-3359000		00232599-45317054-20200629-20291231-3359000
080	000100	2022012	1000000279	00232751	45244782	Česká spořitelna, a.s.	Ú	Financování podílu na realizaci Projektu Přivaděč Želivka	CZK	1,77	20191111	20331220	účelem úvěru	23000000.00 	23000000.00 	3540000.00 	365369.05 	00232751-45244782-20191111-20331220-23000000		00232751-45244782-20191111-20331220-23000000
080	000100	2022012	1000000280	00232777	45244782	Česká spořitelna, a.s.	Ú	nákup nemovitosti	CZK	2,62	20181218	20221220	žádný	1500000.00 	1500000.00 	1500000.00 	278049.23 	00232777-45244782-20181218-20221220-1500000		00232777-45244782-20181218-20221220-1500000
080	000100	2022012	1000000283	00232823	45244782	Česká spořitelna, a.s.	Ú	skupinový vodovod Chopos	CZK	1,8	20191105	20381220	bez určení	30000000.00 	30000000.00 	3336000.00 	989228.94 	00232823-45244782-20191105-20381220-30000000		00232823-45244782-20191105-20381220-30000000
080	000100	2022012	1000000288	00232980	45244782	Česká spořitelna, a.s.	Ú	Skupinový vodovod CHOPOS	CZK	1,83	20191105	20381220	0	30000000.00 	30000000.00 	3336000.00 	853297.16 	00232980-45244782-20191105-20381220-30000000		00232980-45244782-20191105-20381220-30000000
080	000100	2022012	1000000289	00233072	45244782	Česká spořitelna, a.s.	Ú	Nákup CAS,Vodovod,posílení vod.zdrojů a  rozš.akumulace	CZK	1,61	20180109	20251120	bez ručení	9500000.00 	8751394.00 	6000000.00 	427095.80 	00233072-45244782-20180109-20251120-9500000		00233072-45244782-20180109-20251120-9500000
080	000100	2022012	1000000297	00473421	45244782	Česká spořitelna, a.s.	Ú	rekonstrukce úřadu	CZK	4,55	20160715	20350825	není	1000000.00 	1000000.00 	684000.00 	39474.40 	00473421-45244782-20160715-20350825-1000000		00473421-45244782-20160715-20350825-1000000
080	000100	2022012	1000000303	00473481	45244782	Česká spořitelna, a.s.	Ú	Nákup pozemků	CZK	PRIBOR6-M+0,15% P.A.	20211123	20351210	Bez ručení	7174150.00 	7174150.00 	388150.00 	322336.91 	00473481-45244782-20211123-20351210-7174150		00473481-45244782-20211123-20351210-7174150
080	000100	2022012	1000000309	00473545	45317054	Komerční banka, a.s.	Ú	refinancování stávajho úvěru-vodvd + kanalizace	CZK	2,38%	20200330	20400430	bez ručení	11382000.00 	11382000.00 	1565025.00 	755590.08 	00473545-45317054-20200330-20400430-11382000		00473545-45317054-20200330-20400430-11382000
080	000100	2022012	1000000315	00508381	45244782	Česká spořitelna, a.s.	Ú	finanování projektu	CZK	PRIBOR 3	20130429	20230220	žádné	8800000.00 	8800000.00 	8600000.00 	640025.27 	00508381-45244782-20130429-20230220-8800000		00508381-45244782-20130429-20230220-8800000
080	000100	2022012	1000000321	00508471	45244782	Česká spořitelna, a.s.	Ú	pořízení dlouhodob.majetku	CZK	1,47	20121015	20240820	bez ručení	7000000.00 	7000000.00 	6300000.00 	0.00 	00508471-45244782-20121015-20240820-7000000		00508471-45244782-20121015-20240820-7000000
080	000100	2022012	1000000328	00875775	45244782	Česká spořitelna, a.s.	Ú	pořízení pozemku	CZK	2,6	20190114	20220913	bez ručení	1100000.00 	1100000.00 	1100000.00 	97010.84 	00875775-45244782-20190114-20220913-1100000		00875775-45244782-20190114-20220913-1100000
080	000100	2022012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	Dětské hřiště Soutice	CZK	1M PRIBOR + marže 0,70% p.a.	20210224	20261228	blankosměnka	743109.00 	687173.86 	137436.00 	41051.14 	00875813-00001350-20210224-20261228-743109		00875813-00001350-20210224-20261228-743109
080	000100	2022012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	Stav.úpravy obj. čp.16 Soutice	CZK	1M PRIBOR + marže 1% p.a.	20191014	20340825	blankosměnka	3442000.00 	3407217.66 	483000.00 	212325.10 	00875813-00001350-20191014-20340825-3442000		00875813-00001350-20191014-20340825-3442000
080	000100	2022012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	Víceúčelové hřiště v obci Soutice	CZK	1M PRIBOR + marže 1% p.a.	20220824	20370825	blankosměnka	2070901.00 	2070900.75 	34710.00 	45977.67 	00875813-00001350-20220824-20370825-2070901		00875813-00001350-20220824-20370825-2070901
080	000100	2022012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	financování Protipov.opatř.pro obec Soutice	CZK	1M PRIBOR + marže 0,70% p.a.	20191014	20250925	blankosměnka	1429000.00 	1429000.00 	1281119.00 	11588.31 	00875813-00001350-20191014-20250925-1429000		00875813-00001350-20191014-20250925-1429000
080	000100	2022012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	oprava kamen. křížku U Veteránů, Soutice	CZK	1M PRIBOR + marže 0,70% p.a.	20191014	20260126	blankosměnka	380500.00 	380439.00 	297955.00 	6344.50 	00875813-00001350-20191014-20260126-380500		00875813-00001350-20191014-20260126-380500
080	000100	2022012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	oprava prodejny čp.16 Soutice	CZK	1M PRIBOR + marže 1% p.a.	20210224	20360225	blankosměnka	2115675.00 	2115675.00 	149400.00 	142094.82 	00875813-00001350-20210224-20360225-2115675		00875813-00001350-20210224-20360225-2115675
080	000100	2022012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	zastavení na UC Soutice	CZK	1M PRIBOR + marže 0,70% p.a.	20210224	20261228	blankosměnka	517124.00 	517124.00 	103200.00 	30900.33 	00875813-00001350-20210224-20261228-517124		00875813-00001350-20210224-20261228-517124
080	000100	2022012	1000000428	00240664	45244782	Česká spořitelna, a.s.	Ú	intentzifikace ČOV	CZK	3,15	20211203	20410820	není	15000000.00 	7982363.44 	0.00 	11874.00 	00240664-45244782-20211203-20410820-15000000		00240664-45244782-20211203-20410820-15000000
080	000100	2022012	1000000428	00240664	45244782	Česká spořitelna, a.s.	Ú	konsolidace dluhů 2012	CZK	2,67	20121220	20320920	zástava nemovitosti	19950000.00 	19948590.00 	10120590.00 	2737461.00 	00240664-45244782-20121220-20320920-19950000		00240664-45244782-20121220-20320920-19950000
080	000100	2022012	1000000428	00240664	45244782	Česká spořitelna, a.s.	Ú	kontokorent	CZK	2,8	20191218	20230430	není	3000000.00 	0.00 	0.00 	0.00 	00240664-45244782-20191218-20230430-3000000		00240664-45244782-20191218-20230430-3000000
080	000100	2022012	1000000428	00240664	45244782	Česká spořitelna, a.s.	Ú	přístavba ZŠ	CZK	2,23	20161107	20310820	není-není	16400000.00 	16400000.00 	6000000.00 	1293500.00 	00240664-45244782-20161107-20310820-16400000		00240664-45244782-20161107-20310820-16400000
080	000100	2022012	1000000428	00240664	45244782	Česká spořitelna, a.s.	Ú	rekonstrukce MŠ	CZK	2,33	20201208	20261220	není	47000000.00 	47000000.00 	44360000.00 	474533.00 	00240664-45244782-20201208-20261220-47000000		00240664-45244782-20201208-20261220-47000000
080	000100	2022012	1000000428	00240664	45244782	Česká spořitelna, a.s.	Ú	rekonstrukce komunikací	CZK	2,26	20150630	20261020	zástava nemovitosti	9500000.00 	8954460.00 	5780460.00 	650068.00 	00240664-45244782-20150630-20261020-9500000		00240664-45244782-20150630-20261020-9500000
080	000100	2022012	1000000434	00231550	49241494	Podpůrný a garanční rolnický a lesnický fond, a.s.	Ú	Nový vyvážecí vlek PALMS, nová hydraul. ruka PALMS	CZK	2,7	20210603	20230113	Zástavním právem k pohled.z poj.plnění, Zajišť.převodem vlast.práva	609700.00 	304850.00 	304850.00 	11470.45 	00231550-49241494-20210603-20230113-609700		00231550-49241494-20210603-20230113-609700
080	000100	2022012	1000000435	00232874	45244782	Česká spořitelna, a.s.	Ú	FZŠ - Trhový Štěpánov - Cisternová automobilová stříkačka	CZK	4,92	20220919	20280820	Bez ručení	5089790.00 	0.00 	0.00 	333.00 	00232874-45244782-20220919-20280820-5089790		00232874-45244782-20220919-20280820-5089790
080	000100	2022012	1000000435	00232874	45244782	Česká spořitelna, a.s.	Ú	Klubové zázemí FK Trhový Štěpánov	CZK	3,64	20180606	20231220	Bez ručení	7000000.00 	7000000.00 	5616000.00 	364161.60 	00232874-45244782-20180606-20231220-7000000		00232874-45244782-20180606-20231220-7000000
080	000100	2022012	1000000435	00232874	45244782	Česká spořitelna, a.s.	Ú	Nástavba společenského domu Dubějovice	CZK	2	20200304	20291220	Bez ručení	6000000.00 	6000000.00 	1344000.00 	229711.60 	00232874-45244782-20200304-20291220-6000000		00232874-45244782-20200304-20291220-6000000
080	000100	2022012	1000000435	00232874	45244782	Česká spořitelna, a.s.	Ú	Rozšíření kapacity Mateřské školy Trhový Štěpánov	CZK	2,15	20191127	20241220	Bez ručení	6800000.00 	5738066.86 	5738066.86 	120295.28 	00232874-45244782-20191127-20241220-6800000		00232874-45244782-20191127-20241220-6800000
080	000100	2022012	1000000435	00232874	45244782	Česká spořitelna, a.s.	Ú	Výstavba vodovodního přivaděče TŠ-Dalkovice-Střechov a vodovodu Střechov	CZK	7,49	20220421	20311220	Bez ručení	9200000.00 	8545036.00 	0.00 	250702.08 	00232874-45244782-20220421-20311220-9200000		00232874-45244782-20220421-20311220-9200000
080	000100	2022012	1000000435	00232874	45244782	Česká spořitelna, a.s.	Ú	Zlepšení zázemí pro vzdělávání Základní školy Trhový Štěpánov	CZK	1,41	20190220	20230620	Bez ručení	22000000.00 	21712346.11 	21420000.00 	315660.50 	00232874-45244782-20190220-20230620-22000000		00232874-45244782-20190220-20230620-22000000
080	000100	2022012	1000000437	49828029	45244782	Česká spořitelna, a.s.	Ú	výstavba III.etapy skládky KO v k.ú. Trhový Štěpánov	CZK	,44	20160427	20220930	zástavní práva k pohledávkám ze smlouvy uzavřené dne 18.12.2015 se společností EKOSO s.r.o.	12000000.00 	11110077.00 	11110077.00 	158147.60 	49828029-45244782-20160427-20220930-12000000		49828029-45244782-20160427-20220930-12000000
080	000100	2022012	1000000444	00508501	45244782	Česká spořitelna, a.s.	Ú	Výstavba kanalizace	CZK	1,14	20171009	20271020	Bez zajištění	12000000.00 	4767406.58 	2871000.00 	210011.50 	00508501-45244782-20171009-20271020-12000000		00508501-45244782-20171009-20271020-12000000
080	000100	2022012	1000000445	00231401	45317054	Komerční banka, a.s.	Ú	výstavba terminálu a parkovacího domu	CZK	3M PRIBOR+0,02% p.a.	20180207	20321231	bez ručení	250000000.00 	42510051.08 	42372900.00 	840534.48 	00231401-45317054-20180207-20321231-250000000		00231401-45317054-20180207-20321231-250000000
080	000100	2022012	1000000449	00233242	45244782	Česká spořitelna, a.s.	Ú	Ú Financování dluhu a Projektu	CZK	1,69	20180202	20260920	bez ručení	46000000.00 	46000000.00 	24327035.45 	2797343.60 	00233242-45244782-20180202-20260920-46000000		00233242-45244782-20180202-20260920-46000000
080	000100	2022012	1000000450	00233269	45244782	Česká spořitelna, a.s.	Ú	II.etapa vodovod a kanalizace	CZK	0,84	20160830	20370630	bez ručení	21000000.00 	21000000.00 	5424328.30 	875725.97 	00233269-45244782-20160830-20370630-21000000		00233269-45244782-20160830-20370630-21000000
080	000100	2022012	1000000450	00233269	45244782	Česká spořitelna, a.s.	Ú	klimatizace	CZK	2,03	20071227	20221020	bez ručení	6700000.00 	6700000.00 	6700000.00 	243415.90 	00233269-45244782-20071227-20221020-6700000		00233269-45244782-20071227-20221020-6700000
080	000100	2022012	1000000450	00233269	45244782	Česká spořitelna, a.s.	Ú	nová ČOV, I.etapa vodovod a kanalizace	CZK	0,99	20150514	20351231	bez ručení	15000000.00 	15000000.00 	4904184.33 	1025984.67 	00233269-45244782-20150514-20351231-15000000		00233269-45244782-20150514-20351231-15000000
080	000100	2022012	1000000450	00233269	45244782	Česká spořitelna, a.s.	Ú	revitalizace náměstí	CZK	0,94	20150401	20351231	bez ručení	17000000.00 	17000000.00 	6460876.98 	1070909.80 	00233269-45244782-20150401-20351231-17000000		00233269-45244782-20150401-20351231-17000000
080	000100	2022012	1000000469	00233129	00001350	Československá obchodní banka, a. s.	Ú	refinancování zůstatku úvěru a předfinancování investičních projektů	CZK	7,53	20210715	20360625	bez ručení	190000000.00 	50000000.00 	0.00 	4013910.00 	00233129-00001350-20210715-20360625-190000000		00233129-00001350-20210715-20360625-190000000
080	000100	2022012	1000000469	00233129	00509701	Město Králův Dvůr	Ú	kanalizace v aglomeraci Beroun	CZK	0,00	20060525	20281231	bez ručení	26485199.23 	26485199.23 	0.00 	0.00 	00233129-00509701-20060525-20281231-26485199		00233129-00509701-20060525-20281231-26485199
080	000100	2022012	1000000469	00233129	46356975	Vodovody a kanalizace Beroun, a.s.	Ú	výstavba kanalizace v aglomeraci Beroun	CZK	5,45	20060926	20290101	bez ručení	29028999.70 	29028999.70 	6428218.00 	1624258.53 	00233129-46356975-20060926-20290101-29028999		00233129-46356975-20060926-20290101-29028999
080	000100	2022012	1000000475	00233862	45244782	Česká spořitelna, a.s.	Ú	Odkoupení budovy České pošty	CZK	1M PRIBOR	20220714	20420620	rozpočet obce	3000000.00 	3000000.00 	75000.00 	97474.13 	00233862-45244782-20220714-20420620-3000000		00233862-45244782-20220714-20420620-3000000
080	000100	2022012	1000000475	00233862	45244782	Česká spořitelna, a.s.	Ú	Svinaře-splašková kanalizace,ČOV 1200EO a vodovod	CZK	1,05%	20151216	20381231	rozpočet obce	20000000.00 	20000000.00 	4000000.00 	1282114.60 	00233862-45244782-20151216-20381231-20000000		00233862-45244782-20151216-20381231-20000000
080	000100	2022012	1000000475	00233862	45244782	Česká spořitelna, a.s.	Ú	Svinaře-veřejný vodovod-4.etapa	CZK	1,79%	20210329	20300320	rozpočet obce	6500000.00 	5895727.30 	609375.00 	104497.94 	00233862-45244782-20210329-20300320-6500000		00233862-45244782-20210329-20300320-6500000
080	000100	2022012	1000000476	00233161	45317054	Komerční banka, a.s.	Ú	nákup nemovitosti pro budoucí MŠ	CZK	0,9	20200611	20300531	bez ručení	5300000.00 	5300000.00 	1268372.00 	415587.05 	00233161-45317054-20200611-20300531-5300000		00233161-45317054-20200611-20300531-5300000
080	000100	2022012	1000000476	00233161	45317054	Komerční banka, a.s.	Ú	vodojem Bubovice	CZK	1,3	20150506	20241031	bez ručení	2598000.00 	2598000.00 	2119400.00 	739073.78 	00233161-45317054-20150506-20241031-2598000		00233161-45317054-20150506-20241031-2598000
080	000100	2022012	1000000478	00233218	45244782	Česká spořitelna, a.s.	Ú	Oprava chodníků	CZK	1,05	20171208	20300720	bez zajištění	5000000.00 	4292947.73 	1840160.00 	153443.83 	00233218-45244782-20171208-20300720-5000000		00233218-45244782-20171208-20300720-5000000
080	000100	2022012	1000000478	00233218	45244782	Česká spořitelna, a.s.	Ú	Výstavba vodovodu a kanalizace	CZK	0,54	20161011	20290620	bez zajištění	15000000.00 	15000000.00 	6874956.00 	344222.57 	00233218-45244782-20161011-20290620-15000000		00233218-45244782-20161011-20290620-15000000
080	000100	2022012	1000000481	00233366	70891095	Středočeský kraj	NFV	"Projekt - ""Jivina - chodník podél sil. II/117"""	CZK	0	20220830	20220930	0	4000000.00 	4000000.00 	0.00 	0.00 	00233366-70891095-20220830-20220930-4000000		00233366-70891095-20220830-20220930-4000000
080	000100	2022012	1000000482	00233374	45244782	Česká spořitelna, a.s.	Ú	Projekt Intenzifikace ČOV Karlštejn	CZK	1M PRIBO	20210607	20281220	bez zajištění	5000000.00 	2054340.42 	714600.00 	112587.34 	00233374-45244782-20210607-20281220-5000000		00233374-45244782-20210607-20281220-5000000
080	000100	2022012	1000000484	00233498	45244782	Česká spořitelna, a.s.	Ú	Výstavba kanalizace	CZK	0,72	20170315	20320315	žádný	15000000.00 	15000000.00 	4769064.82 	104039.39 	00233498-45244782-20170315-20320315-15000000		00233498-45244782-20170315-20320315-15000000
080	000100	2022012	1000000486	00233510	45244782	Česká spořitelna, a.s.	Ú	Kanaliace a ČOV Loděnice - I. a II. etapa	CZK	1,99	20101008	20281231	bez ručení	25000000.00 	25000000.00 	16192000.00 	0.00 	00233510-45244782-20101008-20281231-25000000		00233510-45244782-20101008-20281231-25000000
080	000100	2022012	1000000486	00233510	45317054	Komerční banka, a.s.	Ú	Kanalizace a ČOV Loděnice - II. etapa	CZK	8,08	20120530	20310625	bez ručení	7000000.00 	7000000.00 	3631082.00 	0.00 	00233510-45317054-20120530-20310625-7000000		00233510-45317054-20120530-20310625-7000000
080	000100	2022012	1000000488	00233587	45317054	Komerční banka, a.s.	Ú	Dofinancování projektu Mezouň splašková kanalizace	CZK	0,49	20170202	20320430	bez ručení	10000000.00 	10000000.00 	3488400.00 	154469.17 	00233587-45317054-20170202-20320430-10000000		00233587-45317054-20170202-20320430-10000000
080	000100	2022012	1000000491	00233650	45244782	Česká spořitelna, a.s.	Ú	financování projektu - vodovod	CZK	1,93	20140725	20351231	Bez ručení	19900000.00 	19900000.00 	6963600.00 	2255941.70 	00233650-45244782-20140725-20351231-19900000		00233650-45244782-20140725-20351231-19900000
080	000100	2022012	1000000493	00233692	45244782	Česká spořitelna, a.s.	Ú	koupě nemovitosti	CZK	0,89	20170412	20270520	bez ručení	2200000.00 	2200000.00 	1225168.83 	0.00 	00233692-45244782-20170412-20270520-2200000		00233692-45244782-20170412-20270520-2200000
080	000100	2022012	1000000497	00233790	45244782	Česká spořitelna, a.s.	Ú	výstavba kanalizace v Hatích	CZK	1,27	20170724	20321220	bez zajištění	13000000.00 	12999999.82 	4499030.00 	536627.30 	00233790-45244782-20170724-20321220-13000000		00233790-45244782-20170724-20321220-13000000
080	000100	2022012	1000000498	00233803	45244782	Česká spořitelna, a.s.	Ú	rozšíření ZŠ a MŠ Srbsko	CZK	1,95	20180724	20330820	bez ručení	8000000.00 	8000000.00 	1000000.00 	0.00 	00233803-45244782-20180724-20330820-8000000		00233803-45244782-20180724-20330820-8000000
080	000100	2022012	1000000498	00233803	45244782	Česká spořitelna, a.s.	Ú	veřejný vodovod Srbsko	CZK	0,86	20160308	20261231	bez ručení	3000000.00 	3000000.00 	1800000.00 	0.00 	00233803-45244782-20160308-20261231-3000000		00233803-45244782-20160308-20261231-3000000
080	000100	2022012	1000000498	00233803	45317054	Komerční banka, a.s.	Ú	výstavba kanalizace	CZK	3,77	20080204	20221231	směnka	5500000.00 	5500000.00 	5500000.00 	0.00 	00233803-45317054-20080204-20221231-5500000		00233803-45317054-20080204-20221231-5500000
080	000100	2022012	1000000500	00233846	45244782	Česká spořitelna, a.s.	Ú	výstavba vodovodu	CZK	2,59	20071106	20220920	není zajištěno	1800000.00 	1800000.00 	1800000.00 	458425.50 	00233846-45244782-20071106-20220920-1800000		00233846-45244782-20071106-20220920-1800000
080	000100	2022012	1000000500	00233846	45317054	Komerční banka, a.s.	Ú	výstavba kanalizace	CZK	1,45	20210205	20451231	biancosměnka	28000000.00 	28000000.00 	1803385.00 	532983.14 	00233846-45317054-20210205-20451231-28000000		00233846-45317054-20210205-20451231-28000000
080	000100	2022012	1000000501	00233889	45317054	Komerční banka, a.s.	Ú	Financování časového nesouladu mezi příjmy a výdaji	CZK	0,63	20211125	20221123	0	3000000.00 	3000000.00 	3000000.00 	16138.00 	00233889-45317054-20211125-20221123-3000000		00233889-45317054-20211125-20221123-3000000
080	000100	2022012	1000000501	00233889	45317054	Komerční banka, a.s.	Ú	Refundace nákladů na rekonstrukci KD a vodní nádrže	CZK	1,51	20210209	20260430	0	7000000.00 	7000000.00 	2340000.04 	82940.00 	00233889-45317054-20210209-20260430-7000000		00233889-45317054-20210209-20260430-7000000
080	000100	2022012	1000000501	00233889	70891095	Středočeský kraj	NFV	Národní pouť na Tetíně	CZK	0	20210803	20311231	0	10000000.00 	10000000.00 	1000000.00 	0.00 	00233889-70891095-20210803-20311231-10000000		00233889-70891095-20210803-20311231-10000000
080	000100	2022012	1000000501	00233889	43517054		Ú	Nástavba ZŠ	CZK	0,3	20181019	20230710	0	4687457.00 	4687457.00 	4368000.00 	20359.00 	00233889-43517054-20181019-20230710-4687457		00233889-43517054-20181019-20230710-4687457
080	000100	2022012	1000000503	00233951	45317054	Komerční banka, a.s.	Ú	spolufinancování projektu Kanalizace Újezd	CZK	2,66	20211215	20420731	0	23000000.00 	8074696.10 	477616.00 	99987.40 	00233951-45317054-20211215-20420731-23000000		00233951-45317054-20211215-20420731-23000000
080	000100	2022012	1000000504	00233994	45137054		Ú	kanalizace	CZK	0	20141008	20251220	žádné	15000000.00 	15000000.00 	10500000.00 	231557.99 	00233994-45137054-20141008-20251220-15000000		00233994-45137054-20141008-20251220-15000000
080	000100	2022012	1000000505	00234010	45244782	Česká spořitelna, a.s.	Ú	Financování projektu	CZK	1,39	20180618	20230930	Není	6000000.00 	5999999.78 	5100000.00 	234539.00 	00234010-45244782-20180618-20230930-6000000		00234010-45244782-20180618-20230930-6000000
080	000100	2022012	1000000505	00234010	45244782	Česká spořitelna, a.s.	Ú	Financování projektu	CZK	2,16	20190415	20230731	Není	6000000.00 	4777707.85 	4100000.00 	228304.90 	00234010-45244782-20190415-20230731-6000000		00234010-45244782-20190415-20230731-6000000
080	000100	2022012	1000000505	00234010	45244782	Česká spořitelna, a.s.	Ú	Financování projektu	CZK	Plovoucí úrok	20211215	20330220	Není	35000000.00 	18993566.02 	300000.00 	567319.40 	00234010-45244782-20211215-20330220-35000000		00234010-45244782-20211215-20330220-35000000
080	000100	2022012	1000000507	00509639	45244782	Česká spořitelna, a.s.	Ú	kanalizace	CZK	1,17	20141216	20341220	bez	3000000.00 	3000000.00 	1327000.00 	225590.00 	00509639-45244782-20141216-20341220-3000000		00509639-45244782-20141216-20341220-3000000
080	000100	2022012	1000000507	00509639	45244782	Česká spořitelna, a.s.	Ú	vodovod	CZK	0,91	20160830	20280820	bez	1355000.00 	1350087.00 	668400.00 	60598.00 	00509639-45244782-20160830-20280820-1355000		00509639-45244782-20160830-20280820-1355000
080	000100	2022012	1000000511	00509698	45317054	Komerční banka, a.s.	Ú	financování systému DČOV	CZK	2,23	20190709	20291231	žádné	3000000.00 	3000000.00 	900000.00 	173952.39 	00509698-45317054-20190709-20291231-3000000		00509698-45317054-20190709-20291231-3000000
080	000100	2022012	1000000514	00509736	45244782	Česká spořitelna, a.s.	Ú	výstavba vodovodu a kanalizace	CZK	2,28	20170831	20360620	bez ručení	4000000.00 	4000000.00 	999972.00 	359377.40 	00509736-45244782-20170831-20360620-4000000		00509736-45244782-20170831-20360620-4000000
080	000100	2022012	1000000518	00509779	45244782	Česká spořitelna, a.s.	Ú	financování projektu I.etapy rekonstrukce komunikací v obci Nenačovice	CZK	1,12	20150916	20250731	bez ručení	3000000.00 	3000000.00 	2168146.00 	11289.40 	00509779-45244782-20150916-20250731-3000000		00509779-45244782-20150916-20250731-3000000
080	000100	2022012	1000000518	00509779	45244782	Česká spořitelna, a.s.	Ú	nákup nemovitosti-pozemek st.p. 139 a pozemek parc.4/1	CZK	0,69	20160330	20360331	bez ručení	3326230.00 	3326230.00 	1074278.00 	16380.00 	00509779-45244782-20160330-20360331-3326230		00509779-45244782-20160330-20360331-3326230
080	000100	2022012	1000000519	00509795	45317054	Komerční banka, a.s.	Ú	Splacení existující pohledávky a rekonstrukce komunikace v k.ú. Otmíče	CZK	1,15	20200702	20251231	Bez zajištění	2107000.00 	2107000.00 	940906.58 	52980.99 	00509795-45317054-20200702-20251231-2107000		00509795-45317054-20200702-20251231-2107000
080	000100	2022012	1000000522	00509841	45244782	Česká spořitelna, a.s.	Ú	kanalizace Trubín	CZK	1,09	20150610	20301220	bez ručení	7500000.00 	7500000.00 	3500028.00 	461532.90 	00509841-45244782-20150610-20301220-7500000		00509841-45244782-20150610-20301220-7500000
080	000100	2022012	1000000522	00509841	45244782	Česká spořitelna, a.s.	Ú	projekt kanalizace a vodovodu v obci Trubín ul. Větrná a Za Úvozem	CZK	1,63	20201021	20310820	bez ručení	10000000.00 	10000000.00 	1333440.00 	296823.06 	00509841-45244782-20201021-20310820-10000000		00509841-45244782-20201021-20310820-10000000
080	000100	2022012	1000000523	00509868	25672720	MONETA Money Bank, a.s.	Ú	Výstavba objektu podle projektu Kanalizace Vinařice a Vodovod Vinařice	CZK	2,25	20210823	20360720	Nesjednáno	3000000.00 	3000000.00 	204000.00 	62101.30 	00509868-25672720-20210823-20360720-3000000		00509868-25672720-20210823-20360720-3000000
080	000100	2022012	1000000524	00509876	45317054	Komerční banka, a.s.	Ú	kanalizace	CZK	0,4	20161031	20240531	bez ručení	3000000.00 	3000000.00 	3000000.00 	650000.00 	00509876-45317054-20161031-20240531-3000000		00509876-45317054-20161031-20240531-3000000
080	000100	2022012	1000000528	00233285	45244782	Česká spořitelna, a.s.	Ú	dofinancování rekonstrukce ZŠ, MŠ, zvyšování atraktivity Hudlicka, výstavba kanalizace a ČOV	CZK	1M PRIBOR + marže 0,30%	20150224	20251231	bez ručení	20000000.00 	19999466.80 	14000028.00 	1512503.90 	00233285-45244782-20150224-20251231-20000000		00233285-45244782-20150224-20251231-20000000
080	000100	2022012	1000000528	00233285	00020729	Státní fond životního prostředí České republiky	Z	kanalizace a ČOV	CZK	1%	20150505	20240331	zástavní právo k nemovitosi	5245206.00 	4312275.34 	3671668.00 	175357.00 	00233285-00020729-20150505-20240331-5245206		00233285-00020729-20150505-20240331-5245206
080	000100	2022012	1000000529	00233315	45244782	Česká spořitelna, a.s.	Ú	Financování projektu	CZK	0,83	20160830	20360920	Bez ručení	3800000.00 	2508993.84 	1171790.00 	0.00 	00233315-45244782-20160830-20360920-3800000		00233315-45244782-20160830-20360920-3800000
080	000100	2022012	1000000530	00234052	45244782	Česká spořitelna, a.s.	Ú	ČOV a kanalizace	CZK	2,58	20190110	20291220	bez zajištění	10000000.00 	10000000.00 	3000060.00 	196401.22 	00234052-45244782-20190110-20291220-10000000		00234052-45244782-20190110-20291220-10000000
080	000100	2022012	1000000532	00233382	45244782	Česká spořitelna, a.s.	Ú	Výstavba nové PZ	CZK	0,58	20161212	20270120	bez ručení	15000000.00 	15000000.00 	8875000.00 	342182.60 	00233382-45244782-20161212-20270120-15000000		00233382-45244782-20161212-20270120-15000000
