ID	DEDUP_SUFFIX	DATAYEAR_MERGED	LOAN_AMOUNT	CERPANA_VYSE_2022	CERPANA_VYSE_2023	CERPANA_VYSE_2024	rate_2022	rate_2023	rate_2024	FIXED_OR_VARIABLE	FIXED_NOSTRING_OR_VARIABLE_STRING	ucel_2022	ucel_2023	ucel_2024
00573892-45317054-20180809-20280630-4900000		2022 + 2023	4900000	4900000.00 	4900000.00 		2,24	5,15		VARIABLE	FIXED_NOSTRING	nákup nemovitosti	nákup nemovitosti	
00573892-45317054-20220819-20221231-3000000		2022	3000000	3000000.00 			7.1			FIXED	FIXED_NOSTRING	předfinancování		
00573892-45317054-20220819-20280630-4900000		2024	4900000			4900000.00 			5.15	FIXED	FIXED_NOSTRING			nákup nemovitosti
00573892-45317054-20230701-20231231-4300000		2022	4300000	4300000.00 			5,43			FIXED	FIXED_NOSTRING	předfinancování akce		
00573906-45317054-20220609-20321231-6000000		2022 + 2023 + 2024	6000000	5667898.80 	5667898.80 	5667898.80 	6,23	6,23	4,44	VARIABLE	FIXED_NOSTRING	BEZBARIÉROVÉ ÚPRAVY OU SKOMELNO	BEZBARIÉROVÉ ÚPRAVY OU SKOMELNO	BEZBARIÉROVÉ ÚPRAVY OU SKOMELNO
00573906-45317054-20240624-20340430-3000000		2024	3000000			890443.00 			4,39%	FIXED	FIXED_NOSTRING			VÝSTAVBA VEŘEJNÉHO OSVĚTLENÍ
00573914-45317054-20240430-20250630-2319236		2024	2319236			2319236.00 			4,5	FIXED	FIXED_NOSTRING			Rekonstrukce lesní cesty
00573914-45317054-20240902-20310930-5800000		2024	5800000			5654520.00 			3,99	FIXED	FIXED_NOSTRING			Oprava místní komunikace v Sebečicích
00573922-45244782-20200717-20251220-1000000		2022 + 2023 + 2024	1000000	1000000.00 	1000000.00 	1000000.00 	1,99	1,99	1,99	FIXED	FIXED_NOSTRING	financování projektu	financování projektu	financování projektu
00573922-45244782-20220107-20230322-300000		2022	300000	62415.41 			2,8			FIXED	FIXED_NOSTRING	kontokorent		
00573922-45244782-20220505-20320610-1700000		2022 + 2023 + 2024	1700000	1693889.00 	1693889.00 	1693889.00 	4,39	4,39	4,39	FIXED	FIXED_NOSTRING	financování projektu	financování projektu	financování projektu
00573957-45244782-20180103-20271220-7000000		2022 + 2023 + 2024	7000000	7000000.00 	7000000.00 	7000000.00 	0,79 + zvýšení o marži 0,15 ročně	0,79 + zvýšení o marži 0,15 ročně	079 + zvýšení o marži 0,15 ročně	VARIABLE	VARIABLE_STRING	Výstavba Bezbariérové pěší trasy při silnici III/11733 a výstavba Zásobování části obce Za Pilou  pi	Výstavba Bezbariérové pěší trasy při silnici III/11733 a výstavba Zásobování části obce Za pilou	Výstavba Bezbariérové pěší trasy při silnici III/11733 a výstavba Zásobování části obce Za pilou
00573957-45317054-20190930-20371231-27000000		2022 + 2023 + 2024	27000000	26955566.21 	26955566.21 	26955566.21 	1,46	1,46	1,46	FIXED	FIXED_NOSTRING	Financování investic realizovaných v letech 2019-2022 v obci Kamenný Újezd	Financování investic realizovaných v letech 2019 -2022 v obci Kamenný Újezd	Financování investic realizovaných v letech 2019-2022 v obci Kamenný Újezd
00573981-45244782-20210531-20280531-500000		2022 + 2023 + 2024	500000	500000.00 	500000.00 	500000.00 	2	2	2	FIXED	FIXED_NOSTRING	investiní	Investiční	Investiční
00574015-45317054-20170317-20220930-1400000		2022	1400000	1311454.99 			4,23			FIXED	FIXED_NOSTRING	financování projektu Zásobovací vodovodní řady Bezděkov		
00574082-15886492-20220214-20240213-123058		2022 + 2023 + 2024	123058	123058.18 	123058.18 	123058.18 	4,7	4,7	4,7	FIXED	FIXED_NOSTRING	investice - stroj	investice - stroj	investice - stroj
00574091-45317054-20191212-20421130-13000000		2022 + 2023 + 2024	13000000	13000000.00 	13000000.00 	13000000.00 	1,96	1,96	1,96	FIXED	FIXED_NOSTRING	kanalizace	kanalizace	kanalizace
00574104-45244782-20100105-20311231-2170986		2022 + 2023 + 2024	2170986	2170986.00 	2170986.00 	2170986.00 	5,5	5,5	5,5	FIXED	FIXED_NOSTRING	rekonstrukce OÚ	rekonstrukce OÚ	rekonstrukce OÚ
00574155-45317054-20200423-20491130-35000000		2022 + 2023 + 2024	35000000	0.00 	0.00 	5010360.22 	1,33	1,33	6,06	VARIABLE	FIXED_NOSTRING	financování investic	financování investic	financování investic
00574163-00001350-20210319-20470121-12924428		2022 + 2023 + 2024	12924428	10841322.37 	12924428.68 	12924428.68 	1,38 % p.a.	1,38 p.a.	1,38 p.a.	FIXED	FIXED_NOSTRING	Vybudování čistírny odpadních vod a kanalizace, stavební úpravy komunikace	Vybudování čistírny odpadních vod a kanalizace, stavební úpravy komunikace	Vybudování čistírny odpadních vod a kanalizace, stavební úpravy komunikace
00574295-45317054-20230628-20240731-3000000		2023	3000000		2740118.19 			6,69		FIXED	FIXED_NOSTRING		předfinancování dotace na projekt Vodovod Kozlovice - přivaděč	
00575658-45244782-20210218-20301231-20000000		2022 + 2023 + 2024	20000000	19680882.26 	19680882.26 	19680882.26 	1,40	1,40	1,40	FIXED	FIXED_NOSTRING	Projekt Kanalizace a ČOV Nová Hradečná	Projekt Kanalizace a ČOV Nová Hradečná	Projekt Kanalizace a ČOV Nová Hradečná
00575950-61061344-20231214-20290213-3431923		2024	3431923			3431923.00 			5,9184	FIXED	FIXED_NOSTRING			Financování pořízení dopravního automobilu Sprinter 519CDI vč. příslušenství
00575976-45317054-20141124-20291123-11777518		2022 + 2023 + 2024	11777518	11777518.00 	11777518.00 	11777518.00 	0,95% p.a.	0,95% p.a.	0,95% p.a.	FIXED	FIXED_NOSTRING	Energetická úspora ZŠ Andělská Hora	Energetická úspora ZŠ Andělská Hora	Energetická úspora ZŠ Andělská Hora
00575984-45244782-20170309-20250420-3000000		2022 + 2023 + 2024	3000000	3000000.00 	3000000.00 	3000000.00 	0,68	0,68	0,68	FIXED	FIXED_NOSTRING	Rekonstrukce víceúčelové budovy č.p.85	Rekonstrukce víceúčelové budovy č.p.85	Rekonstrukce víceúčelové budovy č.p.85
00575984-45244782-20190627-20240620-1000000		2022 + 2023	1000000	1000000.00 	1000000.00 		2,7	2,7		FIXED	FIXED_NOSTRING	Nákup traktoru Steyr	Nákup traktoru Steyr	
00575984-45244782-20210517-20271220-2000000		2022 + 2023 + 2024	2000000	2000000.00 	2000000.00 	2000000.00 	1,84	1,84	1,84	FIXED	FIXED_NOSTRING	Odkanalizování středu obce , výstavba ČOV	Odkanalizování středu obce , výstavba ČOV	Odkanalizování středu obce , výstavba ČOV
00575984-45244782-20240726-20291220-7000000		2024	7000000			2212967.21 			pohyblivý	FIXED	VARIABLE_STRING			Výstavba 1.etapy chodníku
00576018-45317054-20170619-20220131-1741480		2022	1741480	1741480.00 			1M PRIBOR+0,38%			FIXED	VARIABLE_STRING	Rekonstrukce střechy,oken,hromosvodu objektu MŠ č.p.126,Velká Štáhle		
00576018-45317054-20211118-20261031-5500000		2022 + 2023 + 2024	5500000	2318341.09 	5500000.00 	5500000.00 	1M PRIBOR+0,34%	1MPRIBOR+0,34%	1MPRIBOR+0,34%	VARIABLE	VARIABLE_STRING	"Spolufinacování projektu ""Lokalita Nad Zamostem"""	"Spolufinacování projektu ""Lokalita Nad Zamostem"""	"Spolufinacování projektu ""Lokalita Nad Zamostem"""
00576034-61061344-20200214-20240115-699985		2022 + 2023 + 2024	699985	699985.00 	699985.00 	699985.00 	2,0300	2,03	2,03	FIXED	FIXED_NOSTRING	"Financování na projekt""Nákup malotraktoru s příslušenstvím"""	"Financování na projekt""Nákup malotraktoru s příslušenstvím"""	"Financování na projekt ""Nákup malotraktoru s příslušenstvím"""
00576077-45244782-20171214-20291220-4000000		2022 + 2023 + 2024	4000000	3999501.00 	3999501.00 	3999501.00 	6M Pribor+marže 0,59%	6MPribor+marže 0,59%	6MPribor+marže0,59%	VARIABLE	VARIABLE_STRING	oprava stávajících bytů + výstavba 10 PČB	oprava stávajících bytů + výstavba 10 PČB	oprava stávajících bytů + výstavba 10 PČB
00576077-45244782-20231109-20241231-3200000		2023 + 2024	3200000		0.00 	3200000.00 		1-měsíční PRIBOR	1-měsíční PRIBOR	FIXED	VARIABLE_STRING		Optimalizace KD Staré Heřminovy	Financování projektu
00576077-70890692-20231018-20380330-3190000		2023 + 2024	3190000		2550000.00 	3190000.00 		50% z floatové sazby 3měsíční PRIBOR	50% z floatové sazby 3měsíční PRIBOR	FIXED	VARIABLE_STRING		Výstavba splaškové kanalizace na p.č.353/4 ve Starých Heřminovech	Výstavba splaškové kanalizace na p.č.353/4 ve Starých Heřminovech
00576093-45244782-20160720-20291020-5700000		2022 + 2023 + 2024	5700000	5669274.00 	5669274.00 	5669274.00 	8,47	1,26	1,26	VARIABLE	FIXED_NOSTRING	refinancování závazků obce	refinancování závazků obce	refinancování závazků obce
00576093-45244782-20220331-20340820-2000000		2022 + 2023 + 2024	2000000	1588092.01 	1588092.01 	1588092.01 	7,84	0,58	0,58	VARIABLE	FIXED_NOSTRING	rekonstrukce bytového domu č.p. 113	rekonstrukce bytového domu č.p. 113	rekonstrukce bytového domu č.p. 113
00576107-00020729-20200304-20230228-3200000		2022 + 2023	3200000	1400000.00 	1400000.00 		0	0		FIXED	FIXED_NOSTRING	Kotlíkové půjčky	Kotlíkové půjčky	
00576107-45244782-20160628-20260627-5000000		2022 + 2023 + 2024	5000000	4999996.32 	4999996.32 	4999996.32 	1,95	1,95	1,95	FIXED	FIXED_NOSTRING	Generální oprava bytových domů č.p. 50-54	Generální oprava bytových domů č.p. 50-54	Generální oprava bytových domů č.p. 50-54
00576107-45244782-20191001-20290820-950000		2022 + 2023 + 2024	950000	900880.00 	900880.00 	900880.00 	2,17	2,17	2,17	FIXED	FIXED_NOSTRING	Nákup nemovitostí čp. 56 a 64	Nákup nemovitostí čp. 56 a 64	Nákup nemovitostí čp. 56 a 64
00576107-45244782-20211004-20221031-500000		2022	500000	0.00 			2,15			FIXED	FIXED_NOSTRING	Kontokorent k běžnému účtu		
00576107-45244782-20230221-20331220-750000		2023 + 2024	750000		750000.00 	750000.00 		5,92	5,92	FIXED	FIXED_NOSTRING		Výstavba nových bytových jednotek v č.p. 1 a č.p. 78	Výstavba nových bytových jednotek v č.p. 1 a č.p. 78
00576107-45244782-20230920-20241031-500000		2023	500000		0.00 			2,15		FIXED	FIXED_NOSTRING		Kontokorent k běžnému účtu	
00576107-45244782-20240723-20251031-500000		2024	500000			0.00 			2,15	FIXED	FIXED_NOSTRING			Kontokorent
00576107-45244782-20240723-20341220-2000000		2024	2000000			528770.00 			4,62	FIXED	FIXED_NOSTRING			ČOV a splašková kanalizace Hlinka
00576115-00001350-20180607-20380525-17640000		2022 + 2023 + 2024	17640000	17640000.00 	17640000.00 	17640000.00 	2,10	2,10	2,10	FIXED	FIXED_NOSTRING	refinancování stávajícícho úvěru,spolufinancování projektu	refinancování stávajícícho úvěru,spolufinancování projektu	refinancování stávajícícho úvěru,spolufinancování projektu
00576115-00001350-20190625-20301231-1900000		2022 + 2023 + 2024	1900000	69628.72 	1524163.74 	0.00 	0	0	0	FIXED	FIXED_NOSTRING	kontokorent	kontokorent	kontokorent
00576115-00001350-20210629-20360325-3500000		2022 + 2023 + 2024	3500000	3500000.00 	3500000.00 	3500000.00 	2,7	2,7	2,71	VARIABLE	FIXED_NOSTRING	financování výstavby dvou rodinných domů	financování výstavby dvou rodinných domů	financování výstavby dvou rodinných domů
00576115-00001350-20221215-20230425-3600000		2023 + 2024	3600000		3600000.00 	3600000.00 		1,05	1,05	FIXED	FIXED_NOSTRING		modernizace a výstavba bydlení	modernizace a výstavba bydlení
00576115-00001350-20221215-20230425-4000000		2022 + 2023	4000000	4000000.00 	4000000.00 		0,5	0,5		FIXED	FIXED_NOSTRING	předfinancování dotace - výstavba Centrum HRAD	předfinancování dotace - výstavba Centrum HRAD	
00576115-00001350-20230510-20231025-3100000		2023	3100000		3100000.00 			0,5		FIXED	FIXED_NOSTRING		zázemí pro Centrum HRAD	
00576221-45244782-20210112-20301231-5000000		2022 + 2023 + 2024	5000000	4800000.00 	4800000.00 	4800000.00 	1,33	1,33	1,33	FIXED	FIXED_NOSTRING	Koupě nemovitostí	Koupě nemovitostí	Koupě nemovitostí
00576221-45244782-20220209-20371231-5000000		2022 + 2023 + 2024	5000000	4998588.72 	4998588.72 	4998588.72 	3,45	3,45	3,45	FIXED	FIXED_NOSTRING	Napojení kanalizace na město Litovel	Napojení kanalizace na město Litovel	Napojení kanalizace na město Litovel
00576239-45244782-20131022-20230930-3600000		2022 + 2023	3600000	3600000.00 	3600000.00 		2,48 p.a.	2,48 p.a.		FIXED	FIXED_NOSTRING	Financování stavebních úprav budovy č.p. 38 v Bílsku	Financování stavebních úprav budovy č.p. 38 v Bílsku	
00576247-45244782-20191223-20241231-1500000		2022 + 2023 + 2024	1500000	1499451.00 	959451.00 	1499451.00 	2,45	2,45	2,45	FIXED	FIXED_NOSTRING	rekonstrukce veřejného osvětlení	rekonstrukce veřejného osvětlení	rekonstrukce veřejného osvětlení
00576255-45244782-20180221-20250531-8000000		2022 + 2023 + 2024	8000000	8000000.00 	8000000.00 	8000000.00 	1,39	1,39	1,39	FIXED	FIXED_NOSTRING	komunikace sídliště	komunikace sídliště	komunikace sídliště
00576255-45244782-20240417-20341231-15000000		2024	15000000			12737236.99 			3,92	FIXED	FIXED_NOSTRING			vodovod Přáslavice - místní část Kocourovec
00576263-45244782-20200625-20350430-20000000		2022 + 2023 + 2024	20000000	19035236.22 	19035236.22 	19035236.22 	1,25	1,25	1,25	FIXED	FIXED_NOSTRING	Výstavba vodovodu v obci Bukovany	Výstavba vodovodu v obci Bukovany	Výstavba vododovu v obci Bukovany
00576271-00001350-20201030-20351022-3000000		2022 + 2023 + 2024	3000000	3000000.00 	3000000.00 	3000000.00 	1,05	1,05	1,05	FIXED	FIXED_NOSTRING	vodovod	vodovod	vodovod
00576271-64990940-20200925-20260630-1000000		2022 + 2023 + 2024	1000000	1000000.00 	1000000.00 	1000000.00 	0	0	0	FIXED	FIXED_NOSTRING	vodovod	vodovod	vodovod
00576867-45317054-20211209-20361231-30000000		2022 + 2023 + 2024	30000000	0.00 	30000000.00 	30000000.00 	3M PRIBOR + 0,27 % p.a.	0	0	VARIABLE	VARIABLE_STRING	"Financování projektu ""Sportovní zařízení Žabeň a Mateřský škola Žabeň"""	Sportovní zařízení Žabeň a Mateřská škola Žabeň	Sportovní zařízení Žabeň a MŠ Žabeň
00576867-70890692-20220506-20360930-10331523		2022	10331523	10331523.76 			50 % z floatové sazby 3měsíční PRIBOR			FIXED	VARIABLE_STRING	"Financování projektu ""Intenzifikace ČOV a dobudování splaškové kanalizace v obci Žabeň"""		
00576867-70890692-20220715-20360330-10331523		2023 + 2024	10331523		10331523.74 	10331523.74 		7,1	7,1	FIXED	FIXED_NOSTRING		Výstavba ČOV	Výstavba ČOV
00576891-70890692-20220912-20360930-11250260		2022 + 2023 + 2024	11250260	11250260.17 	11250260.17 	11250260.17 	7,25	7,10	7,10	VARIABLE	FIXED_NOSTRING	Nové investice obce	Nová investice obce	Nová investice obce
00576905-45317054-20181218-20281130-17000000		2022 + 2023	17000000	9567593.04 	9567593.04 		2,38	2,38		FIXED	FIXED_NOSTRING	Přístavba budovy MŠ, Posílení vodárenské soustavy, Rekonstrukce školy a přístavba tělocvičny	Přístavba budovy MŠ, Posílení vodárenské soustavy, Rekonstrukce školy a přístavba tělocvičny	
00576905-45317054-20220926-20380731-22000000		2022 + 2023 + 2024	22000000	22000000.00 	22000000.00 	22000000.00 	pohyblivá	1M PRIBOR+ 0,18%	1M PRI BOR+0,18%	VARIABLE	VARIABLE_STRING	nákup nemovistosti od SC Smilovice -pozemky, budova	Nákup nemovitosti od SC Smilovice - pozemek, budova	Nákup nemovitosti od SC Smilovice - pozemek, budova
00576913-45317054-20201105-20281231-22000000		2022 + 2023 + 2024	22000000	22000000.00 	22000000.00 	22000000.00 	1,2	1,2	1,2	FIXED	FIXED_NOSTRING	Projekt B.j. 12 PB - PČB Střítež	Projekt B.j. 12 PB-PČB Střítež	Projekt B.j. 12 PB-PČB Střítež
00576913-70890692-20221115-20320701-10000000		2022 + 2023 + 2024	10000000	0.00 	10000000.00 	10000000.00 	3,61	3,61	3,61	FIXED	FIXED_NOSTRING	Projekt B.j. 12 PB - PČB Střítež	Projekt B.j. 12 PB-PČB Střítež	Projekt B.j. 12 PB-PČB Střítež
00576921-45244782-20150923-20301231-16900000		2022 + 2023 + 2024	16900000	16900000.00 	16900000.00 	16900000.00 	1,19	1,19	1,19	FIXED	FIXED_NOSTRING	Komunitní centrum - 1. etapa	Komunitní centrum - 1. etapa	Komunitní centrum - 1. etapa
00576921-45244782-20201222-20261220-2500000		2022 + 2023 + 2024	2500000	2500000.00 	2500000.00 	2500000.00 	1,14	1,14	1,14	FIXED	FIXED_NOSTRING	Přístavba a stavební úpravy rodinného domu č.p.100 v Třanovicích na bytový dům pro sociální bydlení	Přístavba a stavební úpravy rodinného domu č.p. 100 v Třanovicích na bytový dům pro sociální bydlení	Přístavba a stavební úpravy rodinného domu č.p. 100 v Třanovicích na bytový dům pro sociální bydlení
00576921-45244782-20230626-20251231-8000000		2023 + 2024	8000000		1994013.43 	8000000.00 		1M PRIBOR + marže 0,23%	1M PRIBOR + marže 0,23%	FIXED	VARIABLE_STRING		Zvyšování bezpečnosti v obci Třanovice - II. etapa, část Chodník ve směru Dolina	Zvyšování bezpečnosti v obci Třanovice - II. etapa, část Chodník ve směru Dolina
00576921-45317054-20200724-20241231-3298000		2022 + 2023 + 2024	3298000	3067714.62 	3067714.62 	3067714.62 	0,8	0,8	0,8	FIXED	FIXED_NOSTRING	Rekonstrukce kotelny a ústředního vytápění ZŠ, Cyklostezka podél silnice II/474, Obnova škol.hřiště	Rekonstrukce kotelny a ústředního vytápění ZŠ* Cyklostezka podél silnice II/474* Obnova škol.hříště	Rekonstrukce kotelny a ústředního vytápění ZŠ, Cyklostezka podél silnice II/474, Obnova škol.hříště
00576972-45244782-20230425-20281220-10000000		2023 + 2024	10000000		5000000.00 	5000000.00 		5,61	5,61	FIXED	FIXED_NOSTRING		financování koupě nemovitosti čp. 220 s ppozemky	financování koupě nemovitosti čp. 220 s pozemky
00576981-45244782-20201211-20411220-15000000		2022 + 2023 + 2024	15000000	15000000.00 	15000000.00 	15000000.00 	1,57	1,57	1,57	FIXED	FIXED_NOSTRING	financování projektu	Financování projektu	financování projektu
00576999-45244782-20170109-20260220-8000000		2022 + 2023 + 2024	8000000	8000000.00 	8000000.00 	8000000.00 	0,88	0,88	0,88	FIXED	FIXED_NOSTRING	Pořízení nemovitosti - budova Hotel Travný č.p.88	Pořízení nemovitosti - budova Hotel Travný č.p.88	Pořízení nemovitosti - budova Hotel Travný č.p.88
00577006-45317054-20200102-20270731-25000000		2022 + 2023 + 2024	25000000	24140802.17 	24140802.17 	24140802.17 	1,91	1,91	1,91	FIXED	FIXED_NOSTRING	Nadstavba a přístavba pavilonu A ZŠ Raškovice	Nadstavba a přístavba pavilonu A ZŠ Raškovice	Nadstavba a přístavba pavilonu A ZŠ Raškovice
00577006-45317054-20200505-20220228-19650000		2022	19650000	19650000.00 			1,13			FIXED	FIXED_NOSTRING	Přístavba MŠ Raškovice		
00577006-45317054-20210922-20230531-6836000		2022 + 2023	6836000	6835639.77 	6835639.77 		4,42	4,42		FIXED	FIXED_NOSTRING	Víceúčelové hřiště s rovinkou u ZŠ	Víceúčelové hřiště s rovinkou u ZŠ	
00577006-45317054-20211012-20270531-28000000		2022 + 2023 + 2024	28000000	28000000.00 	28000000.00 	28000000.00 	2,69	2,69	2,69	FIXED	FIXED_NOSTRING	Bývalý hostinec Raškovice	Bývalý hostinec Raškovice	Bývalý hostinec Raškovice
00577006-45317054-20240801-20340630-22000000		2024	22000000			2626551.14 			4,26	FIXED	FIXED_NOSTRING			Knihovna s galerií a památníkem Raškovic
00577031-00000111-20230214-20230214-0		2022	0	0.00 			0			FIXED	FIXED_NOSTRING	Žádný úvěr		
00577031-00020729-20181004-20401215-17709833		2022 + 2023 + 2024	17709833	14709833.37 	14709833.37 	14709833.37 	0,45	0,45	0,45	FIXED	FIXED_NOSTRING	Kanalizace a ČOV Řepiště, 1. etapa	kanalizace a ČOV Řepiště 1. etapa	kanalizace a ČOV Řepiště 1. etapa
00577031-45244782-20231130-20241231-40000000		2023	40000000		10000000.00 			0		FIXED	FIXED_NOSTRING		ZŠ a MŠ Řepiště	
00577031-70890692-20200512-20440330-44168010		2022 + 2023 + 2024	44168010	43516103.42 	43516103.42 	43516103.42 	3,625	3,55	3,55	VARIABLE	FIXED_NOSTRING	Komunitní dům Řepiště	komunitní dům Řepiště	komunitní dům Řepiště
00577073-45244782-20231018-20331220-5000000		2023 + 2024	5000000		5000000.00 	5000000.00 		4,89	4,89	FIXED	FIXED_NOSTRING		Financování koupě nemovitostí  (budova a pozemky)	Financování koupě nemovitostí (budova č.p. 68 a pozemky)
00577073-45244782-20241007-20251231-3000000		2024	3000000			3000000.00 			pohyblivá + marže banky 0,58 %	FIXED	VARIABLE_STRING			Financování projektu: Chodník v obci Pazderna - 2. část, úsek 3
00578193-45317054-20160823-20281020-6000000		2022 + 2023	6000000	6000000.00 	6000000.00 		0,17%	0,17%		FIXED	FIXED_NOSTRING	Výstavba vodovodu v obci Libotov	Výstavba vodovodu v obci Libotov	
00578193-45317054-20240301-20281020-2000000		2024	2000000			2000000.00 			0,17%	FIXED	FIXED_NOSTRING			Nákup nemovitosti
00578231-45317054-20161227-20361231-8300000		2022 + 2023 + 2024	8300000	8300000.00 	8300000.00 	8300000.00 	2,05	2,05	2,05	FIXED	FIXED_NOSTRING	Příspěvek na dofinancování výstavby kanalizace pro obce Brada-Rybníček a Kbelnice realizované Dobrov	Příspěvek na dofinancování výstavby kanalizace pro obce Brada-Rybníček a Kbelnice realizované Dobrov	Příspěvek na dofinancování výstavby kanalizace pro obce Brada-Rybníček a Kbelnice realizované Dobrov
00578274-45317054-20240828-20410630-10000000		2024	10000000			0.00 			1 M PRIBOR + 0,17 % p.a. z jistiny úvěru	FIXED	VARIABLE_STRING			Vodovod Bukvice a Vodovod Křelina
00578339-45244782-20160615-20261231-3000000		2022 + 2023 + 2024	3000000	3000000.00 	3000000.00 	3000000.00 	2,18	1,18	1,18	VARIABLE	FIXED_NOSTRING	výstvaba vodovodu	výstvaba vodovodu	výstvaba vodovodu
00578339-45244782-20190815-20270730-2000000		2022 + 2023 + 2024	2000000	2000000.00 	2000000.00 	2000000.00 	2,18	2,18	2,18	FIXED	FIXED_NOSTRING	oprava VO	oprava VO	oprava VO
00578355-00211397-20180427-20220310-1500000		2022	1500000	1500000.00 			5,22			FIXED	FIXED_NOSTRING	koupě nemovitosti č.p.67 v obci		
00578371-45317054-20170331-20240630-2700000		2023 + 2024	2700000		2432677.40 	2432677.40 		4,66	4,66	FIXED	FIXED_NOSTRING		Spolufinancování projektu Energetické úspory obecního domu	Spolufinancování projektu Energetické úspory obecního domu
00578371-45317054-20170331-20260430-2700000		2022	2700000	2432677.40 			4,66			FIXED	FIXED_NOSTRING	Spolufinancování projektu Energetické úspory obecního domu		
00578398-00001350-20230713-20330517-2500000		2023 + 2024	2500000		2000000.00 	2000000.00 		5,81%	5,81%	FIXED	FIXED_NOSTRING		Financování výstavby vodovodního řadu	Financování výstavby vodovodního řadu
00578444-45317054-20201023-20300831-4900000		2022 + 2023 + 2024	4900000	4795144.14 	4795144.14 	4795144.14 	0,89%	0,89%	0,89%	FIXED	FIXED_NOSTRING	investiční akce Multifunkční hřiště, chodník	investiční akce Multifunkční hřiště, chodník	investiční akce Multifunkční hřiště, chodník
00578444-45317054-20220124-20261231-1300000		2022 + 2023 + 2024	1300000	1227604.00 	1227604.00 	1227604.00 	4,85%	4,85%	4,85%	FIXED	FIXED_NOSTRING	Výměna pískových filtrů koupaliště Milovice u Hořic	Výměna pískových filtrů koupaliště Milovice u Hořic	Výměna pískových filtrů koupaliště Milovice u Hořic
00578452-63998980-20230725-20260802-283067		2023 + 2024	283067		283067.00 	283067.00 		3,99	3,99	FIXED	FIXED_NOSTRING		KUBOTA GZD15LD Kubota GZD	KUBOTA GZD15LD Kubota GZD
00578495-45317054-20180329-20230228-1450000		2022 + 2023	1450000	1450000.00 	1450000.00 		0,38	0,38		FIXED	FIXED_NOSTRING	nákup nemovitosti	nákup nemovitosti	
00578533-45317054-20200106-20381031-4800000		2022 + 2023 + 2024	4800000	4447680.00 	4447680.00 	4447680.00 	2,04%	2,04	2,04	FIXED	FIXED_NOSTRING	výstavba vodovodu	výstavba vodovodu	výstavba vodovodu
00578568-63998980-20210730-20260730-1282048		2022 + 2023 + 2024	1282048	1282048.00 	1282048.00 	1282048.00 	0,02538	,02538	0,02538	FIXED	FIXED_NOSTRING	Traktor Kubota	Traktor Kubota	Traktor Kubota
00578584-45317054-20211217-20361231-15000000		2022 + 2023 + 2024	15000000	6423419.47 	14935540.45 	14935540.45 	2,95%	2,95%	2,95%	FIXED	FIXED_NOSTRING	Stavební úpravy budova OU - zřízení hasičské zbrojnice Staré Místo pro výjezdovou jednotku SDH	Stavební úpravy budova OU - zřízení hasičské zbrojnice Staré Místo pro výjezdovou jednotku SDH	Stavební úpravy budova OU - zřízení hasičské zbrojnice Staré Místo pro výjezdovou jednotku SDH
00578592-45317054-20200805-20250731-1000000		2022 + 2023 + 2024	1000000	1000000.00 	1000000.00 	1000000.00 	1,2	1,2	1,2	FIXED	FIXED_NOSTRING	Komunální technika	Komunální technika	Komunální technika
00578631-45317054-20201027-20241031-2000000		2023 + 2024	2000000		2000000.00 	2000000.00 		1,36	1,36	FIXED	FIXED_NOSTRING		investiční úvěr - infrastruktura	investiční úvěr, infrastruktura
00578631-45317054-20201127-20241031-2000000		2022	2000000	2000000.00 			1,36			FIXED	FIXED_NOSTRING	investiční úvěr - infrastruktura		
00578631-45317054-20210921-20221231-3000000		2022	3000000	3000000.00 			5,08			FIXED	FIXED_NOSTRING	revolvingový úvěr-protipovodňová opatření		
00579106-45317054-20210719-20291231-8000000		2022 + 2023 + 2024	8000000	8000000.00 	8000000.00 	8000000.00 	2,1 %	2,1 %	2,1 %	FIXED	FIXED_NOSTRING	Spolufin.investic	Spolufin.investic	Spolufin.investic
00579106-45317054-20230619-20331031-5000000		2023 + 2024	5000000		5000000.00 	5000000.00 		4,85%	4,85%	FIXED	FIXED_NOSTRING		Spolufin. investic	Spolufin. investic
00579106-45317054-20231116-20381031-15000000		2023 + 2024	15000000		8263445.57 	14999999.97 		1M PRIBOR + 0,3%	1M PRIBOR + 0,3%	FIXED	VARIABLE_STRING		Spolufin. investic	Spolufin. investic
00579149-45244782-20190111-20251231-2500000		2022 + 2023	2500000	1443359.00 	1443359.00 		2,88	2,88		FIXED	FIXED_NOSTRING	Rekonstrukce kanalizace	Rekonstrukce kanalizace	
00579165-45317054-20201116-20350930-3311668		2022 + 2023 + 2024	3311668	3253168.70 	3019168.70 	2785168.70 	1.67	1.67	1.67	FIXED	FIXED_NOSTRING	Vybudování kanalizace a vodovodu	Vybudování kanalizace a vodovodu	Vybudování kanalizace a vodovodu
00579301-00001350-20000719-20310330-14500000		2023	14500000		14500000.00 			pohyblivá		FIXED	VARIABLE_STRING		Financování výstavby dvou bytových domů s 20 bytovými jednotkami v katastru obce Lukavice	
00579301-00001350-20060719-20310330-14500000		2022 + 2024	14500000	14500000.00 		14500000.00 	pohyblivá		pohyblivá	FIXED	VARIABLE_STRING	Financování výstavby dvou bytových domů s 20 bytovými jednotkami v katastru obce Lukavice		Financování výstavby dvou bytových domů s 20 bytovými jednotkami v katastru obce Lukavice
